SpName,varText,,Groups,Obs_Occ,biasSum,Prop_reports,Exp_Occ,Chi_Val,CompareVal
Fraxinus_greggii,TN,G,2,1,1121833,0.2768,19.6528,17.7037,lesser
Fraxinus_greggii,TN,G,3,1,875179,0.216,15.336,13.4012,lesser
Fraxinus_greggii,TN,G,4,69,457583,0.1129,8.0159,463.9604,greater
Fraxinus_greggii,TN,G,5,1,294089,0.0726,5.1546,3.3486,lesser
Fraxinus_greggii,VX,G,1,1,1081752,0.2669,18.9499,17.0027,lesser
Fraxinus_greggii,VX,G,2,70,953847,0.2354,16.7134,169.8913,greater
Fraxinus_greggii,VX,G,3,1,452120,0.1116,7.9236,6.0498,lesser
Fraxinus_greggii,VX,G,4,70,660863,0.1631,11.5801,294.7198,greater
Fraxinus_greggii,VX,G,5,1,903895,0.223,15.833,13.8962,lesser
Fraxinus_greggii,VN,G,1,60,953258,0.2352,16.6992,112.2784,greater
Fraxinus_greggii,VN,G,2,11,814172,0.2009,14.2639,0.7469,lesser
Fraxinus_greggii,VN,G,3,60,982574,0.2425,17.2175,106.3071,greater
Fraxinus_greggii,VN,G,4,11,664034,0.1639,11.6369,0.0349,lesser
Fraxinus_greggii,VN,G,5,60,638439,0.1575,11.1825,213.1141,greater
Fraxinus_latifolia,TX,G,1,208,901798,0.2225,301.0425,28.7564,lesser
Fraxinus_latifolia,TX,G,2,604,1031725,0.2546,344.4738,195.5268,greater
Fraxinus_latifolia,TX,G,3,186,653130,0.1612,218.1036,4.7255,lesser
Fraxinus_latifolia,TX,G,4,183,610776,0.1507,203.8971,2.1417,lesser
Fraxinus_latifolia,TX,G,5,172,855048,0.211,285.483,45.1109,lesser
Fraxinus_latifolia,TN,G,1,240,1303793,0.3217,435.2601,87.5948,lesser
Fraxinus_latifolia,TN,G,2,1024,1121833,0.2768,374.5104,1126.3686,greater
Fraxinus_latifolia,TN,G,3,79,875179,0.216,292.248,155.6032,lesser
Fraxinus_latifolia,TN,G,4,10,457583,0.1129,152.7537,133.4083,lesser
Fraxinus_latifolia,TN,G,5,240,294089,0.0726,98.2278,204.6198,greater
Fraxinus_latifolia,VX,G,1,221,1081752,0.2669,361.1157,54.366,lesser
Fraxinus_latifolia,VX,G,2,584,953847,0.2354,318.4962,221.3284,greater
Fraxinus_latifolia,VX,G,3,98,452120,0.1116,150.9948,18.5996,lesser
Fraxinus_latifolia,VX,G,4,248,660863,0.1631,220.6743,3.3837,greater
Fraxinus_latifolia,VX,G,5,202,903895,0.223,301.719,32.9574,lesser
Fraxinus_latifolia,VN,G,1,209,953258,0.2352,318.2256,37.4899,lesser
Fraxinus_latifolia,VN,G,2,211,814172,0.2009,271.8177,13.6076,lesser
Fraxinus_latifolia,VN,G,3,354,982574,0.2425,328.1025,2.0441,greater
Fraxinus_latifolia,VN,G,4,140,664034,0.1639,221.7567,30.1419,lesser
Fraxinus_latifolia,VN,G,5,439,638439,0.1575,213.0975,239.477,greater
Fraxinus_nigra,TX,G,1,847,901798,0.2225,378.25,580.903,greater
Fraxinus_nigra,TX,G,2,753,1031725,0.2546,432.82,236.8542,greater
Fraxinus_nigra,TX,G,3,97,653130,0.1612,274.04,114.3744,lesser
Fraxinus_nigra,TX,G,4,2,610776,0.1507,256.19,252.2056,lesser
Fraxinus_nigra,TX,G,5,1,855048,0.211,358.7,356.7028,lesser
Fraxinus_nigra,TN,G,1,1,1303793,0.3217,546.89,544.8918,lesser
Fraxinus_nigra,TN,G,2,89,1121833,0.2768,470.56,309.3931,lesser
Fraxinus_nigra,TN,G,3,518,875179,0.216,367.2,61.9298,greater
Fraxinus_nigra,TN,G,4,691,457583,0.1129,191.93,1297.7172,greater
Fraxinus_nigra,TN,G,5,401,294089,0.0726,123.42,624.2964,greater
Fraxinus_nigra,VX,G,1,1252,1081752,0.2669,453.73,1404.4365,greater
Fraxinus_nigra,VX,G,2,443,953847,0.2354,400.18,4.5818,greater
Fraxinus_nigra,VX,G,3,4,452120,0.1116,189.72,181.8043,lesser
Fraxinus_nigra,VX,G,4,1,660863,0.1631,277.27,275.2736,lesser
Fraxinus_nigra,VX,G,5,1252,903895,0.223,379.1,2009.9035,greater
Fraxinus_nigra,VN,G,1,97,953258,0.2352,399.84,229.3719,lesser
Fraxinus_nigra,VN,G,2,308,814172,0.2009,341.53,3.2918,lesser
Fraxinus_nigra,VN,G,3,356,982574,0.2425,412.25,7.6751,lesser
Fraxinus_nigra,VN,G,4,939,664034,0.1639,278.63,1565.117,greater
Fraxinus_nigra,VN,G,5,97,638439,0.1575,267.75,108.891,lesser
Fraxinus_pennsylvanica,TX,G,1,183,901798,0.2225,1424.445,1081.9552,lesser
Fraxinus_pennsylvanica,TX,G,2,4739,1031725,0.2546,1629.9492,5930.367,greater
Fraxinus_pennsylvanica,TX,G,3,593,653130,0.1612,1032.0024,186.7468,lesser
Fraxinus_pennsylvanica,TX,G,4,351,610776,0.1507,964.7814,390.4798,lesser
Fraxinus_pennsylvanica,TX,G,5,536,855048,0.211,1350.822,491.5044,lesser
Fraxinus_pennsylvanica,TN,G,1,648,1303793,0.3217,2059.5234,967.4075,lesser
Fraxinus_pennsylvanica,TN,G,2,4612,1121833,0.2768,1772.0736,4551.268,greater
Fraxinus_pennsylvanica,TN,G,3,687,875179,0.216,1382.832,350.1381,lesser
Fraxinus_pennsylvanica,TN,G,4,317,457583,0.1129,722.7858,227.8159,lesser
Fraxinus_pennsylvanica,TN,G,5,138,294089,0.0726,464.7852,229.759,lesser
Fraxinus_pennsylvanica,VX,G,1,3317,1081752,0.2669,1708.6938,1513.8165,greater
Fraxinus_pennsylvanica,VX,G,2,2065,953847,0.2354,1507.0308,206.5848,greater
Fraxinus_pennsylvanica,VX,G,3,224,452120,0.1116,714.4632,336.6921,lesser
Fraxinus_pennsylvanica,VX,G,4,461,660863,0.1631,1044.1662,325.698,lesser
Fraxinus_pennsylvanica,VX,G,5,335,903895,0.223,1427.646,836.2544,lesser
Fraxinus_pennsylvanica,VN,G,1,852,953258,0.2352,1505.7504,283.8383,lesser
Fraxinus_pennsylvanica,VN,G,2,3921,814172,0.2009,1286.1618,5397.7442,greater
Fraxinus_pennsylvanica,VN,G,3,662,982574,0.2425,1552.485,510.7705,lesser
Fraxinus_pennsylvanica,VN,G,4,586,664034,0.1639,1049.2878,204.5536,lesser
Fraxinus_pennsylvanica,VN,G,5,381,638439,0.1575,1008.315,390.2789,lesser
Fraxinus_profunda,TX,G,1,13,901798,0.2225,68.3075,44.7816,lesser
Fraxinus_profunda,TX,G,2,100,1031725,0.2546,78.1622,6.1013,greater
Fraxinus_profunda,TX,G,3,35,653130,0.1612,49.4884,4.2417,lesser
Fraxinus_profunda,TX,G,4,133,610776,0.1507,46.2649,162.6066,greater
Fraxinus_profunda,TX,G,5,26,855048,0.211,64.777,23.2128,lesser
Fraxinus_profunda,TN,G,1,80,1303793,0.3217,98.7619,3.5642,lesser
Fraxinus_profunda,TN,G,2,193,1121833,0.2768,84.9776,137.3166,greater
Fraxinus_profunda,TN,G,3,34,875179,0.216,66.312,15.7447,lesser
Fraxinus_profunda,TN,G,4,80,457583,0.1129,34.6603,59.3096,greater
Fraxinus_profunda,TN,G,5,193,294089,0.0726,22.2882,1307.5313,greater
Fraxinus_profunda,VX,G,1,30,1081752,0.2669,81.9383,32.9222,lesser
Fraxinus_profunda,VX,G,2,115,953847,0.2354,72.2678,25.2677,greater
Fraxinus_profunda,VX,G,3,97,452120,0.1116,34.2612,114.8867,greater
Fraxinus_profunda,VX,G,4,51,660863,0.1631,50.0717,0.0172,greater
Fraxinus_profunda,VX,G,5,14,903895,0.223,68.461,43.3239,lesser
Fraxinus_profunda,VN,G,1,31,953258,0.2352,72.2064,23.5155,lesser
Fraxinus_profunda,VN,G,2,73,814172,0.2009,61.6763,2.079,greater
Fraxinus_profunda,VN,G,3,80,982574,0.2425,74.4475,0.4141,greater
Fraxinus_profunda,VN,G,4,93,664034,0.1639,50.3173,36.2065,greater
Fraxinus_profunda,VN,G,5,30,638439,0.1575,48.3525,6.9658,lesser
Fraxinus_quadrangulata,TX,G,1,217,901798,0.2225,167.0975,14.903,greater
Fraxinus_quadrangulata,TX,G,2,342,1031725,0.2546,191.2046,118.9263,greater
Fraxinus_quadrangulata,TX,G,3,178,653130,0.1612,121.0612,26.7801,greater
Fraxinus_quadrangulata,TX,G,4,14,610776,0.1507,113.1757,86.9075,lesser
Fraxinus_quadrangulata,TX,G,5,217,855048,0.211,158.461,21.6256,greater
Fraxinus_quadrangulata,TN,G,1,24,1303793,0.3217,241.5967,195.9808,lesser
Fraxinus_quadrangulata,TN,G,2,432,1121833,0.2768,207.8768,241.6393,greater
Fraxinus_quadrangulata,TN,G,3,287,875179,0.216,162.216,95.9896,greater
Fraxinus_quadrangulata,TN,G,4,8,457583,0.1129,84.7879,69.5427,lesser
Fraxinus_quadrangulata,TN,G,5,24,294089,0.0726,54.5226,17.087,lesser
Fraxinus_quadrangulata,VX,G,1,51,1081752,0.2669,200.4419,111.4182,lesser
Fraxinus_quadrangulata,VX,G,2,396,953847,0.2354,176.7854,271.827,greater
Fraxinus_quadrangulata,VX,G,3,222,452120,0.1116,83.8116,227.8448,greater
Fraxinus_quadrangulata,VX,G,4,80,660863,0.1631,122.4881,14.7381,lesser
Fraxinus_quadrangulata,VX,G,5,2,903895,0.223,167.473,163.4969,lesser
Fraxinus_quadrangulata,VN,G,1,56,953258,0.2352,176.6352,82.3893,lesser
Fraxinus_quadrangulata,VN,G,2,243,814172,0.2009,150.8759,56.2505,greater
Fraxinus_quadrangulata,VN,G,3,292,982574,0.2425,182.1175,66.2988,greater
Fraxinus_quadrangulata,VN,G,4,160,664034,0.1639,123.0889,11.0687,greater
Fraxinus_quadrangulata,VN,G,5,56,638439,0.1575,118.2825,32.7953,lesser
Fraxinus_velutina,TX,G,1,49,901798,0.2225,311.7225,221.4249,lesser
Fraxinus_velutina,TX,G,2,111,1031725,0.2546,356.6946,169.2368,lesser
Fraxinus_velutina,TX,G,3,134,653130,0.1612,225.8412,37.3484,lesser
Fraxinus_velutina,TX,G,4,345,610776,0.1507,211.1307,84.881,greater
Fraxinus_velutina,TX,G,5,762,855048,0.211,295.611,735.8275,greater
Fraxinus_velutina,TN,G,1,635,1303793,0.3217,450.7017,75.3622,greater
Fraxinus_velutina,TN,G,2,628,1121833,0.2768,387.7968,148.783,greater
Fraxinus_velutina,TN,G,3,113,875179,0.216,302.616,118.8114,lesser
Fraxinus_velutina,TN,G,4,23,457583,0.1129,158.1729,115.5173,lesser
Fraxinus_velutina,TN,G,5,2,294089,0.0726,101.7126,97.7519,lesser
Fraxinus_velutina,VX,G,1,15,1081752,0.2669,373.9269,344.5286,lesser
Fraxinus_velutina,VX,G,2,13,953847,0.2354,329.7954,304.3078,lesser
Fraxinus_velutina,VX,G,3,19,452120,0.1116,156.3516,120.6605,lesser
Fraxinus_velutina,VX,G,4,147,660863,0.1631,228.5031,29.0707,lesser
Fraxinus_velutina,VX,G,5,1207,903895,0.223,312.423,2561.4888,greater
Fraxinus_velutina,VN,G,1,1300,953258,0.2352,329.5152,2858.2619,greater
Fraxinus_velutina,VN,G,2,81,814172,0.2009,281.4609,142.7714,lesser
Fraxinus_velutina,VN,G,3,18,982574,0.2425,339.7425,304.6962,lesser
Fraxinus_velutina,VN,G,4,2,664034,0.1639,229.6239,225.6413,lesser
Fraxinus_velutina,VN,G,5,1300,638439,0.1575,220.6575,5279.5859,greater
Fremontodendron_californicum,TX,G,1,166,901798,0.2225,195.5775,4.4731,lesser
Fremontodendron_californicum,TX,G,2,146,1031725,0.2546,223.7934,27.042,lesser
Fremontodendron_californicum,TX,G,3,197,653130,0.1612,141.6948,21.5863,greater
Fremontodendron_californicum,TX,G,4,248,610776,0.1507,132.4653,100.768,greater
Fremontodendron_californicum,TX,G,5,122,855048,0.211,185.469,21.7196,lesser
Fremontodendron_californicum,TN,G,1,277,1303793,0.3217,282.7743,0.1179,lesser
Fremontodendron_californicum,TN,G,2,467,1121833,0.2768,243.3072,205.6596,greater
Fremontodendron_californicum,TN,G,3,79,875179,0.216,189.864,64.7349,lesser
Fremontodendron_californicum,TN,G,4,54,457583,0.1129,99.2391,20.6227,lesser
Fremontodendron_californicum,TN,G,5,2,294089,0.0726,63.8154,59.8781,lesser
Fremontodendron_californicum,VX,G,1,46,1081752,0.2669,234.6051,151.6245,lesser
Fremontodendron_californicum,VX,G,2,9,953847,0.2354,206.9166,189.3081,lesser
Fremontodendron_californicum,VX,G,3,44,452120,0.1116,98.0964,29.8321,lesser
Fremontodendron_californicum,VX,G,4,344,660863,0.1631,143.3649,280.7831,greater
Fremontodendron_californicum,VX,G,5,436,903895,0.223,196.017,293.8104,greater
Fremontodendron_californicum,VN,G,1,742,953258,0.2352,206.7408,1385.8049,greater
Fremontodendron_californicum,VN,G,2,84,814172,0.2009,176.5911,48.5478,lesser
Fremontodendron_californicum,VN,G,3,22,982574,0.2425,213.1575,171.4281,lesser
Fremontodendron_californicum,VN,G,4,30,664034,0.1639,144.0681,90.3151,lesser
Fremontodendron_californicum,VN,G,5,1,638439,0.1575,138.4425,136.4497,lesser
Fremontodendron_mexicanum,TX,G,1,3,901798,0.2225,13.5725,8.2356,lesser
Fremontodendron_mexicanum,TX,G,2,6,1031725,0.2546,15.5306,5.8486,lesser
Fremontodendron_mexicanum,TX,G,3,2,653130,0.1612,9.8332,6.24,lesser
Fremontodendron_mexicanum,TX,G,4,43,610776,0.1507,9.1927,124.3306,greater
Fremontodendron_mexicanum,TX,G,5,7,855048,0.211,12.871,2.678,lesser
Fremontodendron_mexicanum,TN,G,1,59,1303793,0.3217,19.6237,79.0112,greater
Fremontodendron_mexicanum,TN,G,2,2,1121833,0.2768,16.8848,13.1217,lesser
Fremontodendron_mexicanum,TN,G,3,59,875179,0.216,13.176,159.3685,greater
Fremontodendron_mexicanum,TN,G,4,2,457583,0.1129,6.8869,3.4677,lesser
Fremontodendron_mexicanum,TN,G,5,59,294089,0.0726,4.4286,672.4558,greater
Fremontodendron_mexicanum,VX,G,1,3,1081752,0.2669,16.2809,10.8337,lesser
Fremontodendron_mexicanum,VX,G,2,2,953847,0.2354,14.3594,10.638,lesser
Fremontodendron_mexicanum,VX,G,3,5,452120,0.1116,6.8076,0.48,lesser
Fremontodendron_mexicanum,VX,G,4,3,660863,0.1631,9.9491,4.8537,lesser
Fremontodendron_mexicanum,VX,G,5,48,903895,0.223,13.603,86.9774,greater
Fremontodendron_mexicanum,VN,G,1,48,953258,0.2352,14.3472,78.936,greater
Fremontodendron_mexicanum,VN,G,2,11,814172,0.2009,12.2549,0.1285,lesser
Fremontodendron_mexicanum,VN,G,3,2,982574,0.2425,14.7925,11.0629,lesser
Fremontodendron_mexicanum,VN,G,4,48,664034,0.1639,9.9979,144.4463,greater
Fremontodendron_mexicanum,VN,G,5,11,638439,0.1575,9.6075,0.2018,greater
Garrya_elliptica,TX,G,1,551,901798,0.2225,234.515,427.106,greater
Garrya_elliptica,TX,G,2,196,1031725,0.2546,268.3484,19.5056,lesser
Garrya_elliptica,TX,G,3,253,653130,0.1612,169.9048,40.6393,greater
Garrya_elliptica,TX,G,4,42,610776,0.1507,158.8378,85.9435,lesser
Garrya_elliptica,TX,G,5,12,855048,0.211,222.394,199.0415,lesser
Garrya_elliptica,TN,G,1,650,1303793,0.3217,339.0718,285.1206,greater
Garrya_elliptica,TN,G,2,396,1121833,0.2768,291.7472,37.2536,greater
Garrya_elliptica,TN,G,3,8,875179,0.216,227.664,211.9451,lesser
Garrya_elliptica,TN,G,4,650,457583,0.1129,118.9966,2369.5182,greater
Garrya_elliptica,TN,G,5,396,294089,0.0726,76.5204,1333.8563,greater
Garrya_elliptica,VX,G,1,499,1081752,0.2669,281.3126,168.4525,greater
Garrya_elliptica,VX,G,2,165,953847,0.2354,248.1116,27.8404,lesser
Garrya_elliptica,VX,G,3,114,452120,0.1116,117.6264,0.1118,lesser
Garrya_elliptica,VX,G,4,243,660863,0.1631,171.9074,29.4005,greater
Garrya_elliptica,VX,G,5,33,903895,0.223,235.042,173.6752,lesser
Garrya_elliptica,VN,G,1,259,953258,0.2352,247.9008,0.4969,greater
Garrya_elliptica,VN,G,2,304,814172,0.2009,211.7486,40.1907,greater
Garrya_elliptica,VN,G,3,188,982574,0.2425,255.595,17.8763,lesser
Garrya_elliptica,VN,G,4,107,664034,0.1639,172.7506,25.0253,lesser
Garrya_elliptica,VN,G,5,196,638439,0.1575,166.005,5.4197,greater
Garrya_flavescens,TX,G,1,79,901798,0.2225,274.12,138.8874,lesser
Garrya_flavescens,TX,G,2,164,1031725,0.2546,313.6672,71.4141,lesser
Garrya_flavescens,TX,G,3,326,653130,0.1612,198.5984,81.7286,greater
Garrya_flavescens,TX,G,4,427,610776,0.1507,185.6624,313.7083,greater
Garrya_flavescens,TX,G,5,236,855048,0.211,259.952,2.2069,lesser
Garrya_flavescens,TN,G,1,428,1303793,0.3217,396.3344,2.53,greater
Garrya_flavescens,TN,G,2,634,1121833,0.2768,341.0176,251.7134,greater
Garrya_flavescens,TN,G,3,141,875179,0.216,266.112,58.8211,lesser
Garrya_flavescens,TN,G,4,29,457583,0.1129,139.0928,87.1391,lesser
Garrya_flavescens,TN,G,5,428,294089,0.0726,89.4432,1281.4916,greater
Garrya_flavescens,VX,G,1,1,1081752,0.2669,328.8208,326.8238,lesser
Garrya_flavescens,VX,G,2,15,953847,0.2354,290.0128,260.7886,lesser
Garrya_flavescens,VX,G,3,32,452120,0.1116,137.4912,80.9389,lesser
Garrya_flavescens,VX,G,4,297,660863,0.1631,200.9392,45.9227,greater
Garrya_flavescens,VX,G,5,887,903895,0.223,274.736,1364.4634,greater
Garrya_flavescens,VN,G,1,1215,953258,0.2352,289.7664,2954.3012,greater
Garrya_flavescens,VN,G,2,15,814172,0.2009,247.5088,218.4179,lesser
Garrya_flavescens,VN,G,3,1,982574,0.2425,298.76,296.7633,lesser
Garrya_flavescens,VN,G,4,1,664034,0.1639,201.9248,199.9298,lesser
Garrya_flavescens,VN,G,5,1215,638439,0.1575,194.04,5371.8786,greater
Garrya_fremontii,TX,G,1,110,901798,0.2225,105.02,0.2361,greater
Garrya_fremontii,TX,G,2,117,1031725,0.2546,120.1712,0.0837,lesser
Garrya_fremontii,TX,G,3,98,653130,0.1612,76.0864,6.3113,greater
Garrya_fremontii,TX,G,4,83,610776,0.1507,71.1304,1.9807,greater
Garrya_fremontii,TX,G,5,64,855048,0.211,99.592,12.7198,lesser
Garrya_fremontii,TN,G,1,112,1303793,0.3217,151.8424,10.4544,lesser
Garrya_fremontii,TN,G,2,178,1121833,0.2768,130.6496,17.1609,greater
Garrya_fremontii,TN,G,3,152,875179,0.216,101.952,24.5684,greater
Garrya_fremontii,TN,G,4,28,457583,0.1129,53.2888,12.0011,lesser
Garrya_fremontii,TN,G,5,2,294089,0.0726,34.2672,30.3839,lesser
Garrya_fremontii,VX,G,1,27,1081752,0.2669,125.9768,77.7636,lesser
Garrya_fremontii,VX,G,2,70,953847,0.2354,111.1088,15.2097,lesser
Garrya_fremontii,VX,G,3,135,452120,0.1116,52.6752,128.6634,greater
Garrya_fremontii,VX,G,4,177,660863,0.1631,76.9832,129.9421,greater
Garrya_fremontii,VX,G,5,63,903895,0.223,105.256,16.9641,lesser
Garrya_fremontii,VN,G,1,355,953258,0.2352,111.0144,536.2275,greater
Garrya_fremontii,VN,G,2,72,814172,0.2009,94.8248,5.494,lesser
Garrya_fremontii,VN,G,3,42,982574,0.2425,114.46,45.8715,lesser
Garrya_fremontii,VN,G,4,1,664034,0.1639,77.3608,75.3737,lesser
Garrya_fremontii,VN,G,5,2,638439,0.1575,74.34,70.3938,lesser
Garrya_ovata,TX,G,1,6,901798,0.2225,191.35,179.5381,lesser
Garrya_ovata,TX,G,2,5,1031725,0.2546,218.956,209.0702,lesser
Garrya_ovata,TX,G,3,13,653130,0.1612,138.632,113.8511,lesser
Garrya_ovata,TX,G,4,26,610776,0.1507,129.602,82.818,lesser
Garrya_ovata,TX,G,5,810,855048,0.211,181.46,2177.1329,greater
Garrya_ovata,TN,G,1,828,1303793,0.3217,276.662,1098.7183,greater
Garrya_ovata,TN,G,2,29,1121833,0.2768,238.048,183.5809,lesser
Garrya_ovata,TN,G,3,3,875179,0.216,185.76,179.8084,lesser
Garrya_ovata,TN,G,4,828,457583,0.1129,97.094,5502.1276,greater
Garrya_ovata,TN,G,5,29,294089,0.0726,62.436,17.9058,lesser
Garrya_ovata,VX,G,1,1,1081752,0.2669,229.534,227.5384,lesser
Garrya_ovata,VX,G,2,4,953847,0.2354,202.444,194.523,lesser
Garrya_ovata,VX,G,3,6,452120,0.1116,95.976,84.3511,lesser
Garrya_ovata,VX,G,4,849,660863,0.1631,140.266,3581.0808,greater
Garrya_ovata,VX,G,5,1,903895,0.223,191.78,189.7852,lesser
Garrya_ovata,VN,G,1,68,953258,0.2352,202.272,89.1323,lesser
Garrya_ovata,VN,G,2,100,814172,0.2009,172.774,30.6531,lesser
Garrya_ovata,VN,G,3,571,982574,0.2425,208.55,629.9209,greater
Garrya_ovata,VN,G,4,119,664034,0.1639,140.954,3.4194,lesser
Garrya_ovata,VN,G,5,2,638439,0.1575,135.45,131.4795,lesser
Garrya_veatchii,TX,G,1,29,901798,0.2225,127.715,76.3,lesser
Garrya_veatchii,TX,G,2,58,1031725,0.2546,146.1404,53.1594,lesser
Garrya_veatchii,TX,G,3,127,653130,0.1612,92.5288,12.8421,greater
Garrya_veatchii,TX,G,4,281,610776,0.1507,86.5018,437.3267,greater
Garrya_veatchii,TX,G,5,79,855048,0.211,121.114,14.644,lesser
Garrya_veatchii,TN,G,1,351,1303793,0.3217,184.6558,149.8485,greater
Garrya_veatchii,TN,G,2,211,1121833,0.2768,158.8832,17.0953,greater
Garrya_veatchii,TN,G,3,10,875179,0.216,123.984,104.7906,lesser
Garrya_veatchii,TN,G,4,1,457583,0.1129,64.8046,62.82,lesser
Garrya_veatchii,TN,G,5,1,294089,0.0726,41.6724,39.6964,lesser
Garrya_veatchii,VX,G,1,8,1081752,0.2669,153.2006,137.6184,lesser
Garrya_veatchii,VX,G,2,6,953847,0.2354,135.1196,123.386,lesser
Garrya_veatchii,VX,G,3,8,452120,0.1116,64.0584,49.0575,lesser
Garrya_veatchii,VX,G,4,143,660863,0.1631,93.6194,26.0463,greater
Garrya_veatchii,VX,G,5,409,903895,0.223,128.002,616.8644,greater
Garrya_veatchii,VN,G,1,544,953258,0.2352,135.0048,1239.0454,greater
Garrya_veatchii,VN,G,2,22,814172,0.2009,115.3166,75.5137,lesser
Garrya_veatchii,VN,G,3,8,982574,0.2425,139.195,123.6548,lesser
Garrya_veatchii,VN,G,4,544,664034,0.1639,94.0786,2151.7036,greater
Garrya_veatchii,VN,G,5,22,638439,0.1575,90.405,51.7587,lesser
Garrya_wrightii,TX,G,1,9,901798,0.2225,131.9425,114.5564,lesser
Garrya_wrightii,TX,G,2,43,1031725,0.2546,150.9778,77.2246,lesser
Garrya_wrightii,TX,G,3,119,653130,0.1612,95.5916,5.7322,greater
Garrya_wrightii,TX,G,4,232,610776,0.1507,89.3651,227.6584,greater
Garrya_wrightii,TX,G,5,190,855048,0.211,125.123,33.6391,greater
Garrya_wrightii,TN,G,1,222,1303793,0.3217,190.7681,5.1132,greater
Garrya_wrightii,TN,G,2,294,1121833,0.2768,164.1424,102.7339,greater
Garrya_wrightii,TN,G,3,70,875179,0.216,128.088,26.3429,lesser
Garrya_wrightii,TN,G,4,5,457583,0.1129,66.9497,57.3231,lesser
Garrya_wrightii,TN,G,5,2,294089,0.0726,43.0518,39.1447,lesser
Garrya_wrightii,VX,G,1,3,1081752,0.2669,158.2717,152.3286,lesser
Garrya_wrightii,VX,G,2,2,953847,0.2354,139.5922,135.6209,lesser
Garrya_wrightii,VX,G,3,36,452120,0.1116,66.1788,13.7621,lesser
Garrya_wrightii,VX,G,4,552,660863,0.1631,96.7183,2143.1459,greater
Garrya_wrightii,VX,G,5,3,903895,0.223,132.239,126.3071,lesser
Garrya_wrightii,VN,G,1,586,953258,0.2352,139.4736,1429.5596,greater
Garrya_wrightii,VN,G,2,7,814172,0.2009,119.1337,105.545,lesser
Garrya_wrightii,VN,G,3,586,982574,0.2425,143.8025,1359.7721,greater
Garrya_wrightii,VN,G,4,7,664034,0.1639,97.1927,83.6969,lesser
Garrya_wrightii,VN,G,5,586,638439,0.1575,93.3975,2598.1126,greater
Gleditsia_aquatica,TX,G,1,6,901798,0.2225,67.64,56.1722,lesser
Gleditsia_aquatica,TX,G,2,125,1031725,0.2546,77.3984,29.276,greater
Gleditsia_aquatica,TX,G,3,173,653130,0.1612,49.0048,313.7409,greater
Gleditsia_aquatica,TX,G,4,6,610776,0.1507,45.8128,34.5986,lesser
Gleditsia_aquatica,TX,G,5,125,855048,0.211,64.144,57.7365,greater
Gleditsia_aquatica,TN,G,1,245,1303793,0.3217,97.7968,221.5694,greater
Gleditsia_aquatica,TN,G,2,58,1121833,0.2768,84.1472,8.1248,lesser
Gleditsia_aquatica,TN,G,3,1,875179,0.216,65.664,63.6792,lesser
Gleditsia_aquatica,TN,G,4,245,457583,0.1129,34.3216,1293.2203,greater
Gleditsia_aquatica,TN,G,5,58,294089,0.0726,22.0704,58.4917,greater
Gleditsia_aquatica,VX,G,1,1,1081752,0.2669,81.1376,79.1499,lesser
Gleditsia_aquatica,VX,G,2,21,953847,0.2354,71.5616,35.7241,lesser
Gleditsia_aquatica,VX,G,3,60,452120,0.1116,33.9264,20.0385,greater
Gleditsia_aquatica,VX,G,4,107,660863,0.1631,49.5824,66.4909,greater
Gleditsia_aquatica,VX,G,5,115,903895,0.223,67.792,32.874,greater
Gleditsia_aquatica,VN,G,1,12,953258,0.2352,71.5008,49.5148,lesser
Gleditsia_aquatica,VN,G,2,90,814172,0.2009,61.0736,13.7005,greater
Gleditsia_aquatica,VN,G,3,111,982574,0.2425,73.72,18.8524,greater
Gleditsia_aquatica,VN,G,4,91,664034,0.1639,49.8256,34.0253,greater
Gleditsia_aquatica,VN,G,5,12,638439,0.1575,47.88,26.8875,lesser
Gleditsia_triacanthos,TX,G,1,95,901798,0.2225,1274.48,1091.5613,lesser
Gleditsia_triacanthos,TX,G,2,1264,1031725,0.2546,1458.3488,25.9002,lesser
Gleditsia_triacanthos,TX,G,3,1535,653130,0.1612,923.3536,405.1658,greater
Gleditsia_triacanthos,TX,G,4,844,610776,0.1507,863.2096,0.4275,lesser
Gleditsia_triacanthos,TX,G,5,1990,855048,0.211,1208.608,505.1873,greater
Gleditsia_triacanthos,TN,G,1,2104,1303793,0.3217,1842.6976,37.0538,greater
Gleditsia_triacanthos,TN,G,2,1904,1121833,0.2768,1585.5104,63.9766,greater
Gleditsia_triacanthos,TN,G,3,1498,875179,0.216,1237.248,54.9539,greater
Gleditsia_triacanthos,TN,G,4,215,457583,0.1129,646.6912,288.1704,lesser
Gleditsia_triacanthos,TN,G,5,7,294089,0.0726,415.8528,401.9706,lesser
Gleditsia_triacanthos,VX,G,1,496,1081752,0.2669,1528.8032,697.7238,lesser
Gleditsia_triacanthos,VX,G,2,2041,953847,0.2354,1348.3712,355.7883,greater
Gleditsia_triacanthos,VX,G,3,656,452120,0.1116,639.2448,0.4392,greater
Gleditsia_triacanthos,VX,G,4,1155,660863,0.1631,934.2368,52.1671,greater
Gleditsia_triacanthos,VX,G,5,1380,903895,0.223,1277.344,8.2501,greater
Gleditsia_triacanthos,VN,G,1,932,953258,0.2352,1347.2256,127.9758,lesser
Gleditsia_triacanthos,VN,G,2,1459,814172,0.2009,1150.7552,82.5674,greater
Gleditsia_triacanthos,VN,G,3,1461,982574,0.2425,1389.04,3.7279,greater
