SpName,varText,,Groups,Obs_Occ,biasSum,Prop_reports,Exp_Occ,Chi_Val,CompareVal
Amelanchier_alnifolia,TX,G,1,1186,901798,0.2225,578.5,637.9538,greater
Amelanchier_alnifolia,TX,G,2,1005,1031725,0.2546,661.96,177.7697,greater
Amelanchier_alnifolia,TX,G,3,337,653130,0.1612,419.12,16.0901,lesser
Amelanchier_alnifolia,TX,G,4,67,610776,0.1507,391.82,269.2768,lesser
Amelanchier_alnifolia,TX,G,5,5,855048,0.211,548.6,538.6456,lesser
Amelanchier_alnifolia,TN,G,1,4,1303793,0.3217,836.42,828.4391,lesser
Amelanchier_alnifolia,TN,G,2,735,1121833,0.2768,719.68,0.3261,greater
Amelanchier_alnifolia,TN,G,3,670,875179,0.216,561.6,20.9234,greater
Amelanchier_alnifolia,TN,G,4,619,457583,0.1129,293.54,360.851,greater
Amelanchier_alnifolia,TN,G,5,572,294089,0.0726,188.76,778.0933,greater
Amelanchier_alnifolia,VX,G,1,797,1081752,0.2669,693.94,15.3059,greater
Amelanchier_alnifolia,VX,G,2,1034,953847,0.2354,612.04,290.9128,greater
Amelanchier_alnifolia,VX,G,3,576,452120,0.1116,290.16,281.5843,greater
Amelanchier_alnifolia,VX,G,4,186,660863,0.1631,424.06,133.6428,lesser
Amelanchier_alnifolia,VX,G,5,7,903895,0.223,579.8,565.8845,lesser
Amelanchier_alnifolia,VN,G,1,403,953258,0.2352,611.52,71.1025,lesser
Amelanchier_alnifolia,VN,G,2,895,814172,0.2009,522.34,265.8718,greater
Amelanchier_alnifolia,VN,G,3,605,982574,0.2425,630.5,1.0313,lesser
Amelanchier_alnifolia,VN,G,4,320,664034,0.1639,426.14,26.4366,lesser
Amelanchier_alnifolia,VN,G,5,377,638439,0.1575,409.5,2.5794,lesser
Amelanchier_arborea,TX,G,1,347,901798,0.2225,517.535,56.1937,lesser
Amelanchier_arborea,TX,G,2,782,1031725,0.2546,592.1996,60.8312,greater
Amelanchier_arborea,TX,G,3,514,653130,0.1612,374.9512,51.5656,greater
Amelanchier_arborea,TX,G,4,591,610776,0.1507,350.5282,164.9701,greater
Amelanchier_arborea,TX,G,5,92,855048,0.211,490.786,324.0318,lesser
Amelanchier_arborea,TN,G,1,265,1303793,0.3217,748.2742,312.1235,lesser
Amelanchier_arborea,TN,G,2,1032,1121833,0.2768,643.8368,234.02,greater
Amelanchier_arborea,TN,G,3,813,875179,0.216,502.416,191.9971,greater
Amelanchier_arborea,TN,G,4,158,457583,0.1129,262.6054,41.6682,lesser
Amelanchier_arborea,TN,G,5,58,294089,0.0726,168.8676,72.7885,lesser
Amelanchier_arborea,VX,G,1,595,1081752,0.2669,620.8094,1.073,lesser
Amelanchier_arborea,VX,G,2,878,953847,0.2354,547.5404,199.4438,greater
Amelanchier_arborea,VX,G,3,471,452120,0.1116,259.5816,172.1915,greater
Amelanchier_arborea,VX,G,4,344,660863,0.1631,379.3706,3.2978,lesser
Amelanchier_arborea,VX,G,5,38,903895,0.223,518.698,445.4819,lesser
Amelanchier_arborea,VN,G,1,23,953258,0.2352,547.0752,502.0422,lesser
Amelanchier_arborea,VN,G,2,193,814172,0.2009,467.2934,161.0056,lesser
Amelanchier_arborea,VN,G,3,628,982574,0.2425,564.055,7.2492,greater
Amelanchier_arborea,VN,G,4,685,664034,0.1639,381.2314,242.0455,greater
Amelanchier_arborea,VN,G,5,797,638439,0.1575,366.345,506.2543,greater
Amelanchier_bartramiana,TX,G,1,208,901798,0.2225,47.8375,536.2326,greater
Amelanchier_bartramiana,TX,G,2,7,1031725,0.2546,54.739,41.6342,lesser
Amelanchier_bartramiana,TX,G,3,208,653130,0.1612,34.658,866.9701,greater
Amelanchier_bartramiana,TX,G,4,7,610776,0.1507,32.4005,19.9128,lesser
Amelanchier_bartramiana,TX,G,5,208,855048,0.211,45.365,583.0518,greater
Amelanchier_bartramiana,TN,G,1,1,1303793,0.3217,69.1655,67.18,lesser
Amelanchier_bartramiana,TN,G,2,3,1121833,0.2768,59.512,53.6632,lesser
Amelanchier_bartramiana,TN,G,3,50,875179,0.216,46.44,0.2729,greater
Amelanchier_bartramiana,TN,G,4,161,457583,0.1129,24.2735,770.1459,greater
Amelanchier_bartramiana,TN,G,5,1,294089,0.0726,15.609,13.6731,lesser
Amelanchier_bartramiana,VX,G,1,211,1081752,0.2669,57.3835,411.2337,greater
Amelanchier_bartramiana,VX,G,2,4,953847,0.2354,50.611,42.9271,lesser
Amelanchier_bartramiana,VX,G,3,211,452120,0.1116,23.994,1457.4995,greater
Amelanchier_bartramiana,VX,G,4,4,660863,0.1631,35.0665,27.5228,lesser
Amelanchier_bartramiana,VX,G,5,211,903895,0.223,47.945,554.5298,greater
Amelanchier_bartramiana,VN,G,1,1,953258,0.2352,50.568,48.5878,lesser
Amelanchier_bartramiana,VN,G,2,5,814172,0.2009,43.1935,33.7723,lesser
Amelanchier_bartramiana,VN,G,3,40,982574,0.2425,52.1375,2.8256,lesser
Amelanchier_bartramiana,VN,G,4,169,664034,0.1639,35.2385,507.7441,greater
Amelanchier_bartramiana,VN,G,5,1,638439,0.1575,33.8625,31.892,lesser
Amelanchier_canadensis,TX,G,1,421,901798,0.2225,271.6725,82.0794,greater
Amelanchier_canadensis,TX,G,2,352,1031725,0.2546,310.8666,5.4427,greater
Amelanchier_canadensis,TX,G,3,425,653130,0.1612,196.8252,264.5176,greater
Amelanchier_canadensis,TX,G,4,22,610776,0.1507,184.0047,142.6351,lesser
Amelanchier_canadensis,TX,G,5,1,855048,0.211,257.631,255.6349,lesser
Amelanchier_canadensis,TN,G,1,11,1303793,0.3217,392.7957,371.1037,lesser
Amelanchier_canadensis,TN,G,2,552,1121833,0.2768,337.9728,135.5365,greater
Amelanchier_canadensis,TN,G,3,380,875179,0.216,263.736,51.2532,greater
Amelanchier_canadensis,TN,G,4,205,457583,0.1129,137.8509,32.7093,greater
Amelanchier_canadensis,TN,G,5,73,294089,0.0726,88.6446,2.7611,lesser
Amelanchier_canadensis,VX,G,1,569,1081752,0.2669,325.8849,181.3676,greater
Amelanchier_canadensis,VX,G,2,495,953847,0.2354,287.4234,149.9114,greater
Amelanchier_canadensis,VX,G,3,132,452120,0.1116,136.2636,0.1334,lesser
Amelanchier_canadensis,VX,G,4,24,660863,0.1631,199.1451,154.0375,lesser
Amelanchier_canadensis,VX,G,5,1,903895,0.223,272.283,270.2867,lesser
Amelanchier_canadensis,VN,G,1,18,953258,0.2352,287.1792,252.3074,lesser
Amelanchier_canadensis,VN,G,2,95,814172,0.2009,245.2989,92.0907,lesser
Amelanchier_canadensis,VN,G,3,296,982574,0.2425,296.0925,0,lesser
Amelanchier_canadensis,VN,G,4,443,664034,0.1639,200.1219,294.7692,greater
Amelanchier_canadensis,VN,G,5,369,638439,0.1575,192.3075,162.3454,greater
Amelanchier_cusickii,TX,G,1,25,901798,0.2225,17.8,2.9124,greater
Amelanchier_cusickii,TX,G,2,22,1031725,0.2546,20.368,0.1308,greater
Amelanchier_cusickii,TX,G,3,25,653130,0.1612,12.896,11.3606,greater
Amelanchier_cusickii,TX,G,4,8,610776,0.1507,12.056,1.3646,lesser
Amelanchier_cusickii,TX,G,5,25,855048,0.211,16.88,3.9061,greater
Amelanchier_cusickii,TN,G,1,7,1303793,0.3217,25.736,13.6399,lesser
Amelanchier_cusickii,TN,G,2,35,1121833,0.2768,22.144,7.4637,greater
Amelanchier_cusickii,TN,G,3,30,875179,0.216,17.28,9.3633,greater
Amelanchier_cusickii,TN,G,4,8,457583,0.1129,9.032,0.1179,lesser
Amelanchier_cusickii,TN,G,5,7,294089,0.0726,5.808,0.2446,greater
Amelanchier_cusickii,VX,G,1,15,1081752,0.2669,21.352,1.8897,lesser
Amelanchier_cusickii,VX,G,2,21,953847,0.2354,18.832,0.2496,greater
Amelanchier_cusickii,VX,G,3,37,452120,0.1116,8.928,88.2658,greater
Amelanchier_cusickii,VX,G,4,7,660863,0.1631,13.048,2.8034,lesser
Amelanchier_cusickii,VX,G,5,15,903895,0.223,17.84,0.4521,lesser
Amelanchier_cusickii,VN,G,1,19,953258,0.2352,18.816,0.0018,greater
Amelanchier_cusickii,VN,G,2,45,814172,0.2009,16.072,52.0675,greater
Amelanchier_cusickii,VN,G,3,15,982574,0.2425,19.4,0.9979,lesser
Amelanchier_cusickii,VN,G,4,1,664034,0.1639,13.112,11.1883,lesser
Amelanchier_cusickii,VN,G,5,19,638439,0.1575,12.6,3.2508,greater
Amelanchier_interior,TX,G,1,236,901798,0.2225,74.0925,353.8015,greater
Amelanchier_interior,TX,G,2,94,1031725,0.2546,84.7818,1.0023,greater
Amelanchier_interior,TX,G,3,3,653130,0.1612,53.6796,47.8473,lesser
Amelanchier_interior,TX,G,4,236,610776,0.1507,50.1831,688.0388,greater
Amelanchier_interior,TX,G,5,94,855048,0.211,70.263,8.0191,greater
Amelanchier_interior,TN,G,1,1,1303793,0.3217,107.1261,105.1354,lesser
Amelanchier_interior,TN,G,2,37,1121833,0.2768,92.1744,33.0267,lesser
Amelanchier_interior,TN,G,3,116,875179,0.216,71.928,27.004,greater
Amelanchier_interior,TN,G,4,179,457583,0.1129,37.5957,531.8474,greater
Amelanchier_interior,TN,G,5,1,294089,0.0726,24.1758,22.2172,lesser
Amelanchier_interior,VX,G,1,299,1081752,0.2669,88.8777,496.7656,greater
Amelanchier_interior,VX,G,2,34,953847,0.2354,78.3882,25.1353,lesser
Amelanchier_interior,VX,G,3,299,452120,0.1116,37.1628,1844.8211,greater
Amelanchier_interior,VX,G,4,34,660863,0.1631,54.3123,7.5966,lesser
Amelanchier_interior,VX,G,5,299,903895,0.223,74.259,680.1669,greater
Amelanchier_interior,VN,G,1,12,953258,0.2352,78.3216,56.1602,lesser
Amelanchier_interior,VN,G,2,42,814172,0.2009,66.8997,9.2675,lesser
Amelanchier_interior,VN,G,3,102,982574,0.2425,80.7525,5.5906,greater
Amelanchier_interior,VN,G,4,177,664034,0.1639,54.5787,274.5938,greater
Amelanchier_interior,VN,G,5,12,638439,0.1575,52.4475,31.1931,lesser
Amelanchier_laevis,TX,G,1,565,901798,0.2225,223.6125,521.1937,greater
Amelanchier_laevis,TX,G,2,368,1031725,0.2546,255.873,49.1356,greater
Amelanchier_laevis,TX,G,3,60,653130,0.1612,162.006,64.2274,lesser
Amelanchier_laevis,TX,G,4,12,610776,0.1507,151.4535,128.4043,lesser
Amelanchier_laevis,TX,G,5,565,855048,0.211,212.055,587.4428,greater
Amelanchier_laevis,TN,G,1,4,1303793,0.3217,323.3085,315.358,lesser
Amelanchier_laevis,TN,G,2,187,1121833,0.2768,278.184,29.8886,lesser
Amelanchier_laevis,TN,G,3,392,875179,0.216,217.08,140.9481,greater
Amelanchier_laevis,TN,G,4,234,457583,0.1129,113.4645,128.0472,greater
Amelanchier_laevis,TN,G,5,188,294089,0.0726,72.963,181.3729,greater
Amelanchier_laevis,VX,G,1,759,1081752,0.2669,268.2345,897.9113,greater
Amelanchier_laevis,VX,G,2,227,953847,0.2354,236.577,0.3877,lesser
Amelanchier_laevis,VX,G,3,12,452120,0.1116,112.158,89.4419,lesser
Amelanchier_laevis,VX,G,4,7,660863,0.1631,163.9155,150.2144,lesser
Amelanchier_laevis,VX,G,5,759,903895,0.223,224.115,1276.5855,greater
Amelanchier_laevis,VN,G,1,4,953258,0.2352,236.376,228.4437,lesser
Amelanchier_laevis,VN,G,2,53,814172,0.2009,201.9045,109.817,lesser
Amelanchier_laevis,VN,G,3,182,982574,0.2425,243.7125,15.6267,lesser
Amelanchier_laevis,VN,G,4,286,664034,0.1639,164.7195,89.297,greater
Amelanchier_laevis,VN,G,5,480,638439,0.1575,158.2875,653.8667,greater
Amelanchier_pallida,TX,G,1,183,901798,0.2225,110.805,47.0387,greater
Amelanchier_pallida,TX,G,2,152,1031725,0.2546,126.7908,5.0122,greater
Amelanchier_pallida,TX,G,3,112,653130,0.1612,80.2776,12.5354,greater
Amelanchier_pallida,TX,G,4,43,610776,0.1507,75.0486,13.686,lesser
Amelanchier_pallida,TX,G,5,8,855048,0.211,105.078,89.6871,lesser
Amelanchier_pallida,TN,G,1,27,1303793,0.3217,160.2066,110.757,lesser
Amelanchier_pallida,TN,G,2,164,1121833,0.2768,137.8464,4.9621,greater
Amelanchier_pallida,TN,G,3,236,875179,0.216,107.568,153.3428,greater
Amelanchier_pallida,TN,G,4,53,457583,0.1129,56.2242,0.1849,lesser
Amelanchier_pallida,TN,G,5,18,294089,0.0726,36.1548,9.1163,lesser
Amelanchier_pallida,VX,G,1,35,1081752,0.2669,132.9162,72.1325,lesser
Amelanchier_pallida,VX,G,2,134,953847,0.2354,117.2292,2.3992,greater
Amelanchier_pallida,VX,G,3,174,452120,0.1116,55.5768,252.3365,greater
Amelanchier_pallida,VX,G,4,132,660863,0.1631,81.2238,31.7422,greater
Amelanchier_pallida,VX,G,5,23,903895,0.223,111.054,69.8174,lesser
Amelanchier_pallida,VN,G,1,362,953258,0.2352,117.1296,511.9245,greater
Amelanchier_pallida,VN,G,2,95,814172,0.2009,100.0482,0.2547,lesser
Amelanchier_pallida,VN,G,3,38,982574,0.2425,120.765,56.7221,lesser
Amelanchier_pallida,VN,G,4,1,664034,0.1639,81.6222,79.6345,lesser
Amelanchier_pallida,VN,G,5,2,638439,0.1575,78.435,74.486,lesser
Amelanchier_sanguinea,TX,G,1,385,901798,0.2225,129.495,504.1338,greater
Amelanchier_sanguinea,TX,G,2,188,1031725,0.2546,148.1772,10.7024,greater
Amelanchier_sanguinea,TX,G,3,5,653130,0.1612,93.8184,84.0849,lesser
Amelanchier_sanguinea,TX,G,4,3,610776,0.1507,87.7074,81.81,lesser
Amelanchier_sanguinea,TX,G,5,1,855048,0.211,122.802,120.8101,lesser
Amelanchier_sanguinea,TN,G,1,3,1303793,0.3217,187.2294,181.2775,lesser
Amelanchier_sanguinea,TN,G,2,18,1121833,0.2768,161.0976,127.1088,lesser
Amelanchier_sanguinea,TN,G,3,67,875179,0.216,125.712,27.4206,lesser
Amelanchier_sanguinea,TN,G,4,189,457583,0.1129,65.7078,231.3419,greater
Amelanchier_sanguinea,TN,G,5,305,294089,0.0726,42.2532,1633.8616,greater
Amelanchier_sanguinea,VX,G,1,506,1081752,0.2669,155.3358,791.6101,greater
Amelanchier_sanguinea,VX,G,2,72,953847,0.2354,137.0028,30.8414,lesser
Amelanchier_sanguinea,VX,G,3,1,452120,0.1116,64.9512,62.9666,lesser
Amelanchier_sanguinea,VX,G,4,3,660863,0.1631,94.9242,89.019,lesser
Amelanchier_sanguinea,VX,G,5,506,903895,0.223,129.786,1090.5412,greater
Amelanchier_sanguinea,VN,G,1,2,953258,0.2352,136.8864,132.9156,lesser
Amelanchier_sanguinea,VN,G,2,23,814172,0.2009,116.9238,75.4481,lesser
Amelanchier_sanguinea,VN,G,3,76,982574,0.2425,141.135,30.0604,lesser
Amelanchier_sanguinea,VN,G,4,201,664034,0.1639,95.3898,116.9256,greater
Amelanchier_sanguinea,VN,G,5,280,638439,0.1575,91.665,386.9533,greater
Amelanchier_utahensis,TX,G,1,19,901798,0.2225,91.67,57.608,lesser
Amelanchier_utahensis,TX,G,2,27,1031725,0.2546,104.8952,57.845,lesser
Amelanchier_utahensis,TX,G,3,77,653130,0.1612,66.4144,1.6872,greater
Amelanchier_utahensis,TX,G,4,118,610776,0.1507,62.0884,50.3493,greater
Amelanchier_utahensis,TX,G,5,171,855048,0.211,86.932,81.2984,greater
Amelanchier_utahensis,TN,G,1,57,1303793,0.3217,132.5404,43.0537,lesser
Amelanchier_utahensis,TN,G,2,110,1121833,0.2768,114.0416,0.1432,lesser
Amelanchier_utahensis,TN,G,3,126,875179,0.216,88.992,15.3901,greater
Amelanchier_utahensis,TN,G,4,96,457583,0.1129,46.5148,52.6453,greater
Amelanchier_utahensis,TN,G,5,23,294089,0.0726,29.9112,1.5969,lesser
Amelanchier_utahensis,VX,G,1,5,1081752,0.2669,109.9628,100.1901,lesser
Amelanchier_utahensis,VX,G,2,8,953847,0.2354,96.9848,81.6447,lesser
Amelanchier_utahensis,VX,G,3,55,452120,0.1116,45.9792,1.7698,greater
Amelanchier_utahensis,VX,G,4,127,660863,0.1631,67.1972,53.2221,greater
Amelanchier_utahensis,VX,G,5,217,903895,0.223,91.876,170.4038,greater
Amelanchier_utahensis,VN,G,1,279,953258,0.2352,96.9024,342.1952,greater
Amelanchier_utahensis,VN,G,2,68,814172,0.2009,82.7708,2.6359,lesser
Amelanchier_utahensis,VN,G,3,59,982574,0.2425,99.91,16.7514,lesser
Amelanchier_utahensis,VN,G,4,5,664034,0.1639,67.5268,57.897,lesser
Amelanchier_utahensis,VN,G,5,1,638439,0.1575,64.89,62.9054,lesser
Amphitecna_latifolia,TX,G,1,16,901798,0.2225,3.56,43.4701,greater
Amphitecna_latifolia,TX,G,2,16,1031725,0.2546,4.0736,34.9173,greater
Amphitecna_latifolia,TX,G,3,16,653130,0.1612,2.5792,69.8348,greater
Amphitecna_latifolia,TX,G,4,16,610776,0.1507,2.4112,76.5824,greater
Amphitecna_latifolia,TX,G,5,16,855048,0.211,3.376,47.2054,greater
Amphitecna_latifolia,TN,G,1,16,1303793,0.3217,5.1472,22.883,greater
Amphitecna_latifolia,TN,G,2,16,1121833,0.2768,4.4288,30.2323,greater
Amphitecna_latifolia,TN,G,3,16,875179,0.216,3.456,45.5301,greater
Amphitecna_latifolia,TN,G,4,16,457583,0.1129,1.8064,111.5247,greater
Amphitecna_latifolia,TN,G,5,16,294089,0.0726,1.1616,189.5473,greater
Amphitecna_latifolia,VX,G,1,1,1081752,0.2669,4.2704,2.5046,lesser
Amphitecna_latifolia,VX,G,2,12,953847,0.2354,3.7664,17.9992,greater
Amphitecna_latifolia,VX,G,3,3,452120,0.1116,1.7856,0.8259,greater
Amphitecna_latifolia,VX,G,4,1,660863,0.1631,2.6096,0.9928,lesser
Amphitecna_latifolia,VX,G,5,12,903895,0.223,3.568,19.9267,greater
Amphitecna_latifolia,VN,G,1,12,953258,0.2352,3.7632,18.0285,greater
Amphitecna_latifolia,VN,G,2,1,814172,0.2009,3.2144,1.5255,lesser
Amphitecna_latifolia,VN,G,3,1,982574,0.2425,3.88,2.1377,lesser
Amphitecna_latifolia,VN,G,4,2,664034,0.1639,2.6224,0.1477,lesser
Amphitecna_latifolia,VN,G,5,12,638439,0.1575,2.52,35.6629,greater
Amyris_balsamifera,TX,G,1,4,901798,0.2225,0.89,10.8675,greater
Amyris_balsamifera,TX,G,2,4,1031725,0.2546,1.0184,8.7293,greater
Amyris_balsamifera,TX,G,3,4,653130,0.1612,0.6448,17.4587,greater
Amyris_balsamifera,TX,G,4,4,610776,0.1507,0.6028,19.1456,greater
Amyris_balsamifera,TX,G,5,4,855048,0.211,0.844,11.8013,greater
Amyris_balsamifera,TN,G,1,4,1303793,0.3217,1.2868,5.7207,greater
Amyris_balsamifera,TN,G,2,4,1121833,0.2768,1.1072,7.5581,greater
Amyris_balsamifera,TN,G,3,4,875179,0.216,0.864,11.3825,greater
Amyris_balsamifera,TN,G,4,4,457583,0.1129,0.4516,27.8812,greater
Amyris_balsamifera,TN,G,5,4,294089,0.0726,0.2904,47.3868,greater
Amyris_balsamifera,VX,G,1,4,1081752,0.2669,1.0676,8.0545,greater
Amyris_balsamifera,VX,G,2,4,953847,0.2354,0.9416,9.934,greater
Amyris_balsamifera,VX,G,3,4,452120,0.1116,0.4464,28.2887,greater
Amyris_balsamifera,VX,G,4,4,660863,0.1631,0.6524,17.1772,greater
Amyris_balsamifera,VX,G,5,4,903895,0.223,0.892,10.8292,greater
Amyris_balsamifera,VN,G,1,3,953258,0.2352,0.9408,4.5071,greater
Amyris_balsamifera,VN,G,2,1,814172,0.2009,0.8036,0.048,greater
Amyris_balsamifera,VN,G,3,3,982574,0.2425,0.97,4.2484,greater
Amyris_balsamifera,VN,G,4,1,664034,0.1639,0.6556,0.1809,greater
Amyris_balsamifera,VN,G,5,3,638439,0.1575,0.63,8.9157,greater
Amyris_elemifera,TX,G,1,3,901798,0.2225,8.9,3.9112,lesser
Amyris_elemifera,TX,G,2,37,1031725,0.2546,10.184,70.6106,greater
Amyris_elemifera,TX,G,3,3,653130,0.1612,6.448,1.8438,lesser
Amyris_elemifera,TX,G,4,37,610776,0.1507,6.028,159.1348,greater
Amyris_elemifera,TX,G,5,3,855048,0.211,8.44,3.5064,lesser
Amyris_elemifera,TN,G,1,40,1303793,0.3217,12.868,57.2074,greater
Amyris_elemifera,TN,G,2,40,1121833,0.2768,11.072,75.5807,greater
Amyris_elemifera,TN,G,3,40,875179,0.216,8.64,113.8252,greater
Amyris_elemifera,TN,G,4,40,457583,0.1129,4.516,278.8118,greater
Amyris_elemifera,TN,G,5,40,294089,0.0726,2.904,473.8682,greater
Amyris_elemifera,VX,G,1,1,1081752,0.2669,10.676,8.7697,lesser
Amyris_elemifera,VX,G,2,17,953847,0.2354,9.416,6.1084,greater
Amyris_elemifera,VX,G,3,11,452120,0.1116,4.464,9.5697,greater
Amyris_elemifera,VX,G,4,11,660863,0.1631,6.524,3.0709,greater
Amyris_elemifera,VX,G,5,1,903895,0.223,8.92,7.0321,lesser
Amyris_elemifera,VN,G,1,18,953258,0.2352,9.408,7.8468,greater
Amyris_elemifera,VN,G,2,9,814172,0.2009,8.036,0.1156,greater
Amyris_elemifera,VN,G,3,3,982574,0.2425,9.7,4.6278,lesser
Amyris_elemifera,VN,G,4,6,664034,0.1639,6.556,0.0472,lesser
Amyris_elemifera,VN,G,5,4,638439,0.1575,6.3,0.8397,lesser
Amyris_madrensis,TX,G,1,58,901798,0.2225,12.905,157.5792,greater
Amyris_madrensis,TX,G,2,58,1031725,0.2546,14.7668,126.5751,greater
Amyris_madrensis,TX,G,3,58,653130,0.1612,9.3496,253.1511,greater
Amyris_madrensis,TX,G,4,58,610776,0.1507,8.7406,277.6112,greater
Amyris_madrensis,TX,G,5,58,855048,0.211,12.238,171.1195,greater
Amyris_madrensis,TN,G,1,58,1303793,0.3217,18.6586,82.9508,greater
Amyris_madrensis,TN,G,2,58,1121833,0.2768,16.0544,109.592,greater
Amyris_madrensis,TN,G,3,58,875179,0.216,12.528,165.0465,greater
Amyris_madrensis,TN,G,4,58,457583,0.1129,6.5482,404.2772,greater
Amyris_madrensis,TN,G,5,58,294089,0.0726,4.2108,687.1089,greater
Amyris_madrensis,VX,G,1,2,1081752,0.2669,15.4802,11.7386,lesser
Amyris_madrensis,VX,G,2,56,953847,0.2354,13.6532,131.3429,greater
Amyris_madrensis,VX,G,3,2,452120,0.1116,6.4728,3.0908,lesser
Amyris_madrensis,VX,G,4,56,660863,0.1631,9.4598,228.9679,greater
Amyris_madrensis,VX,G,5,2,903895,0.223,12.934,9.2433,lesser
Amyris_madrensis,VN,G,1,38,953258,0.2352,13.6416,43.4943,greater
Amyris_madrensis,VN,G,2,20,814172,0.2009,11.6522,5.9805,greater
Amyris_madrensis,VN,G,3,38,982574,0.2425,14.065,40.7312,greater
Amyris_madrensis,VN,G,4,20,664034,0.1639,9.5062,11.584,greater
Amyris_madrensis,VN,G,5,38,638439,0.1575,9.135,91.2083,greater
Amyris_texana,TX,G,1,4,901798,0.2225,29.815,22.3516,lesser
Amyris_texana,TX,G,2,130,1031725,0.2546,34.1164,269.4793,greater
Amyris_texana,TX,G,3,4,653130,0.1612,21.6008,14.3415,lesser
Amyris_texana,TX,G,4,130,610776,0.1507,20.1938,597.0843,greater
Amyris_texana,TX,G,5,4,855048,0.211,28.274,20.8399,lesser
Amyris_texana,TN,G,1,133,1303793,0.3217,43.1078,187.4512,greater
Amyris_texana,TN,G,2,1,1121833,0.2768,37.0912,35.1182,lesser
Amyris_texana,TN,G,3,133,875179,0.216,28.944,374.0897,greater
Amyris_texana,TN,G,4,1,457583,0.1129,15.1286,13.1947,lesser
Amyris_texana,TN,G,5,133,294089,0.0726,9.7284,1562.013,greater
Amyris_texana,VX,G,1,2,1081752,0.2669,35.7646,31.8764,lesser
Amyris_texana,VX,G,2,1,953847,0.2354,31.5436,29.5753,lesser
Amyris_texana,VX,G,3,11,452120,0.1116,14.9544,1.0457,lesser
Amyris_texana,VX,G,4,4,660863,0.1631,21.8554,14.5875,lesser
Amyris_texana,VX,G,5,116,903895,0.223,29.882,248.1865,greater
Amyris_texana,VN,G,1,1,953258,0.2352,31.5168,29.5485,lesser
Amyris_texana,VN,G,2,90,814172,0.2009,26.9206,147.8054,greater
Amyris_texana,VN,G,3,27,982574,0.2425,32.495,0.9292,lesser
Amyris_texana,VN,G,4,16,664034,0.1639,21.9626,1.6188,lesser
Amyris_texana,VN,G,5,1,638439,0.1575,21.105,19.1524,lesser
Annona_glabra,TX,G,1,2,901798,0.2225,175.775,171.7978,lesser
Annona_glabra,TX,G,2,788,1031725,0.2546,201.134,1712.3495,greater
Annona_glabra,TX,G,3,2,653130,0.1612,127.348,123.3794,lesser
Annona_glabra,TX,G,4,788,610776,0.1507,119.053,3758.7469,greater
Annona_glabra,TX,G,5,2,855048,0.211,166.69,162.714,lesser
Annona_glabra,TN,G,1,790,1303793,0.3217,254.143,1129.8471,greater
Annona_glabra,TN,G,2,790,1121833,0.2768,218.672,1492.7182,greater
Annona_glabra,TN,G,3,790,875179,0.216,170.64,2248.0474,greater
Annona_glabra,TN,G,4,790,457583,0.1129,89.191,5506.5338,greater
Annona_glabra,TN,G,5,790,294089,0.0726,57.354,9358.8967,greater
Annona_glabra,VX,G,1,25,1081752,0.2669,210.851,163.8152,lesser
Annona_glabra,VX,G,2,374,953847,0.2354,185.966,190.125,greater
Annona_glabra,VX,G,3,391,452120,0.1116,88.164,1040.2164,greater
Annona_glabra,VX,G,4,25,660863,0.1631,128.849,83.6996,lesser
Annona_glabra,VX,G,5,374,903895,0.223,176.17,222.1531,greater
Annona_glabra,VN,G,1,89,953258,0.2352,185.808,50.438,lesser
Annona_glabra,VN,G,2,309,814172,0.2009,158.711,142.3139,greater
Annona_glabra,VN,G,3,229,982574,0.2425,191.575,7.3111,greater
Annona_glabra,VN,G,4,82,664034,0.1639,129.481,17.4114,lesser
Annona_glabra,VN,G,5,81,638439,0.1575,124.425,15.1556,lesser
Aralia_humilis,TX,G,1,3,901798,0.2225,8.6775,3.7147,lesser
Aralia_humilis,TX,G,2,15,1031725,0.2546,9.9294,2.5894,greater
Aralia_humilis,TX,G,3,21,653130,0.1612,6.2868,34.4338,greater
Aralia_humilis,TX,G,4,3,610776,0.1507,5.8773,1.4086,lesser
Aralia_humilis,TX,G,5,15,855048,0.211,8.229,5.5713,greater
Aralia_humilis,TN,G,1,8,1303793,0.3217,12.5463,1.6474,lesser
Aralia_humilis,TN,G,2,31,1121833,0.2768,10.7952,37.8162,greater
Aralia_humilis,TN,G,3,8,875179,0.216,8.424,0.0213,lesser
Aralia_humilis,TN,G,4,31,457583,0.1129,4.4031,160.6584,greater
Aralia_humilis,TN,G,5,8,294089,0.0726,2.8314,9.4351,greater
Aralia_humilis,VX,G,1,39,1081752,0.2669,10.4091,78.5312,greater
Aralia_humilis,VX,G,2,39,953847,0.2354,9.1806,96.856,greater
Aralia_humilis,VX,G,3,39,452120,0.1116,4.3524,275.8148,greater
Aralia_humilis,VX,G,4,39,660863,0.1631,6.3609,167.478,greater
Aralia_humilis,VX,G,5,39,903895,0.223,8.697,105.5849,greater
Aralia_humilis,VN,G,1,39,953258,0.2352,9.1728,96.9891,greater
Aralia_humilis,VN,G,2,39,814172,0.2009,7.8351,123.9615,greater
Aralia_humilis,VN,G,3,39,982574,0.2425,9.4575,92.2822,greater
Aralia_humilis,VN,G,4,39,664034,0.1639,6.3921,166.3421,greater
Aralia_humilis,VN,G,5,39,638439,0.1575,6.1425,175.7615,greater
